image_paths,title,price,post_url,location
"images\listing_688_image_1.png_20240927_155232.png, images\listing_688_image_2.png_20240927_155233.png, images\listing_688_image_3.png_20240927_155235.png, images\listing_688_image_4.png_20240927_155237.png, images\listing_688_image_5.png_20240927_155238.png, images\listing_688_image_6.png_20240927_155240.png, images\listing_688_image_7.png_20240927_155242.png, images\listing_688_image_8.png_20240927_155244.png, images\listing_688_image_9.png_20240927_155245.png","5BR House for Rent in Forbes Park, Makati - RR3196182","PHP550,000",https://www.facebook.com/marketplace/item/401341226171933/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_689_image_1.png_20240927_155251.png, images\listing_689_image_2.png_20240927_155253.png, images\listing_689_image_3.png_20240927_155254.png, images\listing_689_image_4.png_20240927_155256.png, images\listing_689_image_5.png_20240927_155258.png, images\listing_689_image_6.png_20240927_155259.png, images\listing_689_image_7.png_20240927_155301.png",6 Beds 4 Baths House,PHP2,https://www.facebook.com/marketplace/item/1861883607628491/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Parañaque, NCR"
"images\listing_690_image_1.png_20240927_155307.png, images\listing_690_image_2.png_20240927_155309.png, images\listing_690_image_3.png_20240927_155310.png, images\listing_690_image_4.png_20240927_155312.png, images\listing_690_image_5.png_20240927_155314.png, images\listing_690_image_6.png_20240927_155316.png, images\listing_690_image_7.png_20240927_155317.png, images\listing_690_image_8.png_20240927_155319.png, images\listing_690_image_9.png_20240927_155321.png, images\listing_690_image_10.png_20240927_155323.png",House for sale in pasay city near buendia and owwa,"PHP25,000,000",https://www.facebook.com/marketplace/item/454387040760133/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Pasay City, NCR"
"images\listing_691_image_1.png_20240927_155404.png, images\listing_691_image_2.png_20240927_155408.png, images\listing_691_image_3.png_20240927_155409.png, images\listing_691_image_4.png_20240927_155411.png, images\listing_691_image_5.png_20240927_155412.png, images\listing_691_image_6.png_20240927_155414.png, images\listing_691_image_7.png_20240927_155416.png, images\listing_691_image_8.png_20240927_155417.png, images\listing_691_image_9.png_20240927_155419.png, images\listing_691_image_10.png_20240927_155420.png",Bank Foreclosed House & Lot For Sale in Masagana Quezon City near Cubao,PHP11,https://www.facebook.com/marketplace/item/961579959317260/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_692_image_1.png_20240927_155501.png, images\listing_692_image_2.png_20240927_155504.png, images\listing_692_image_3.png_20240927_155506.png","House & Lot for sale Clean Title
Heart of Manila 14M ",PHP14,https://www.facebook.com/marketplace/item/415687524599493/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_693_image_1.png_20240927_155514.png, images\listing_693_image_2.png_20240927_155516.png, images\listing_693_image_3.png_20240927_155517.png, images\listing_693_image_4.png_20240927_155519.png, images\listing_693_image_5.png_20240927_155520.png, images\listing_693_image_6.png_20240927_155522.png",For sale Old HOUSE in Pasay near FB Harrison And Leveriza,PHP75,https://www.facebook.com/marketplace/item/2253521041675976/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Pasay City, NCR"
"images\listing_694_image_1.png_20240927_155528.png, images\listing_694_image_2.png_20240927_155530.png, images\listing_694_image_3.png_20240927_155531.png, images\listing_694_image_4.png_20240927_155533.png, images\listing_694_image_5.png_20240927_155535.png, images\listing_694_image_6.png_20240927_155536.png","130sqm house and lot for sale
inside subdivision in Caypombo Sta. Maria Bulacan","PHP3,000,000",https://www.facebook.com/marketplace/item/1257322951967651/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
images\listing_695_image_1.png_20240927_155541.png,pasay roxas lot house 750sqm buendia lot fb harrison taft lot,PHP80,https://www.facebook.com/marketplace/item/446603771318297/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Pasay City, NCR"
"images\listing_696_image_1.png_20240927_155547.png, images\listing_696_image_2.png_20240927_155548.png, images\listing_696_image_3.png_20240927_155550.png, images\listing_696_image_4.png_20240927_155551.png, images\listing_696_image_5.png_20240927_155553.png",HOUSE FOR RENT IN EXCLUSIVE SUBDIVISION IN QUEZON CITY,PHP57,https://www.facebook.com/marketplace/item/430746136395518/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_697_image_1.png_20240927_155559.png, images\listing_697_image_2.png_20240927_155601.png, images\listing_697_image_3.png_20240927_155603.png, images\listing_697_image_4.png_20240927_155605.png",Addition Hills Lot with old house,PHP32,https://www.facebook.com/marketplace/item/2905698162906041/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
images\listing_698_image_1.png_20240927_155611.png,‼️MASAMBONG HOUSE FOR SALE‼️,PHP123,https://www.facebook.com/marketplace/item/1247379706564017/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_699_image_1.png_20240927_155618.png, images\listing_699_image_2.png_20240927_155620.png, images\listing_699_image_3.png_20240927_155622.png, images\listing_699_image_4.png_20240927_155623.png, images\listing_699_image_5.png_20240927_155625.png, images\listing_699_image_6.png_20240927_155626.png, images\listing_699_image_7.png_20240927_155628.png, images\listing_699_image_8.png_20240927_155630.png, images\listing_699_image_9.png_20240927_155631.png, images\listing_699_image_10.png_20240927_155633.png","House and lot For Sale in Bagong Lipunan ng Crame ,Cubao  Quezon City 

FULLY FURNISHED 
P65,000,000",PHP65,https://www.facebook.com/marketplace/item/1049575833281846/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_700_image_1.png_20240927_155639.png, images\listing_700_image_2.png_20240927_155641.png, images\listing_700_image_3.png_20240927_155642.png, images\listing_700_image_4.png_20240927_155644.png",420 sqm House & Lot for Sale in Mandaluyong (near Rockwell),PHP63,https://www.facebook.com/marketplace/item/1172621050688116/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_701_image_1.png_20240927_155650.png, images\listing_701_image_2.png_20240927_155652.png, images\listing_701_image_3.png_20240927_155653.png, images\listing_701_image_4.png_20240927_155655.png, images\listing_701_image_5.png_20240927_155657.png, images\listing_701_image_6.png_20240927_155658.png, images\listing_701_image_7.png_20240927_155700.png, images\listing_701_image_8.png_20240927_155702.png, images\listing_701_image_9.png_20240927_155703.png, images\listing_701_image_10.png_20240927_155705.png",House & Lot for Sale in Loyola Grand Villas Quezon City,PHP120,https://www.facebook.com/marketplace/item/453568847459214/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_702_image_1.png_20240927_155712.png, images\listing_702_image_2.png_20240927_155713.png, images\listing_702_image_3.png_20240927_155715.png, images\listing_702_image_4.png_20240927_155716.png, images\listing_702_image_5.png_20240927_155718.png, images\listing_702_image_6.png_20240927_155720.png, images\listing_702_image_7.png_20240927_155721.png, images\listing_702_image_8.png_20240927_155723.png, images\listing_702_image_9.png_20240927_155725.png, images\listing_702_image_10.png_20240927_155726.png",HOUSE AND LOT TIERRA PURA HOMES QUEZON CITY,PHP100,https://www.facebook.com/marketplace/item/417994388070217/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
images\listing_703_image_1.png_20240927_155733.png,‼️LALOMA RETIRO HOUSE FOR SALE‼️,PHP123,https://www.facebook.com/marketplace/item/1536981247030797/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_704_image_1.png_20240927_155740.png, images\listing_704_image_2.png_20240927_155742.png, images\listing_704_image_3.png_20240927_155744.png, images\listing_704_image_4.png_20240927_155745.png, images\listing_704_image_5.png_20240927_155747.png, images\listing_704_image_6.png_20240927_155748.png, images\listing_704_image_7.png_20240927_155750.png, images\listing_704_image_8.png_20240927_155752.png, images\listing_704_image_9.png_20240927_155753.png, images\listing_704_image_10.png_20240927_155755.png",House & Lot for Sale in AYALA ALABANG,PHP130,https://www.facebook.com/marketplace/item/458927113588875/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
images\listing_705_image_1.png_20240927_155834.png,"BEST BUY‼️ McKinley Hill Village 5 Bedroom House For Sale, near BGC & Makati City, w/ Rental Income",PHP93,https://www.facebook.com/marketplace/item/1679704272568884/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_706_image_1.png_20240927_155842.png, images\listing_706_image_2.png_20240927_155844.png, images\listing_706_image_3.png_20240927_155845.png, images\listing_706_image_4.png_20240927_155847.png, images\listing_706_image_5.png_20240927_155849.png, images\listing_706_image_6.png_20240927_155850.png, images\listing_706_image_7.png_20240927_155852.png, images\listing_706_image_8.png_20240927_155853.png, images\listing_706_image_9.png_20240927_155855.png, images\listing_706_image_10.png_20240927_155857.png",FOR SALE: House and Lot in Mahogany Place One Acacia Estates  Taguig,PHP45,https://www.facebook.com/marketplace/item/964624651766733/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_707_image_1.png_20240927_155903.png, images\listing_707_image_2.png_20240927_155905.png, images\listing_707_image_3.png_20240927_155906.png, images\listing_707_image_4.png_20240927_155908.png, images\listing_707_image_5.png_20240927_155910.png, images\listing_707_image_6.png_20240927_155911.png, images\listing_707_image_7.png_20240927_155913.png, images\listing_707_image_8.png_20240927_155914.png, images\listing_707_image_9.png_20240927_155916.png, images\listing_707_image_10.png_20240927_155918.png",RUSH!! house for sale in Hillsborough,"PHP45,000,000",https://www.facebook.com/marketplace/item/2277673629257423/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_708_image_1.png_20240927_155924.png, images\listing_708_image_2.png_20240927_155925.png, images\listing_708_image_4.png_20240927_155929.png, images\listing_708_image_5.png_20240927_155930.png, images\listing_708_image_6.png_20240927_155932.png, images\listing_708_image_7.png_20240927_155933.png",For Sale RUSH: Old House in Brgy.San Bartolome Novaliches Quezon City,"PHP6,500,000",https://www.facebook.com/marketplace/item/1929647147516984/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_709_image_1.png_20240927_155939.png, images\listing_709_image_2.png_20240927_155941.png, images\listing_709_image_3.png_20240927_155942.png, images\listing_709_image_4.png_20240927_155944.png, images\listing_709_image_5.png_20240927_155945.png, images\listing_709_image_6.png_20240927_155947.png, images\listing_709_image_7.png_20240927_155949.png, images\listing_709_image_8.png_20240927_155950.png, images\listing_709_image_9.png_20240927_155952.png, images\listing_709_image_10.png_20240927_155954.png","House and Lot at Filinvest 1, Batasan Hills, Commonwealth Avenue, Quezon City near Sandigan Bayan",PHP30,https://www.facebook.com/marketplace/item/456408167409453/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_710_image_1.png_20240927_160000.png, images\listing_710_image_2.png_20240927_160001.png, images\listing_710_image_3.png_20240927_160003.png, images\listing_710_image_4.png_20240927_160005.png, images\listing_710_image_5.png_20240927_160006.png, images\listing_710_image_6.png_20240927_160008.png, images\listing_710_image_7.png_20240927_160009.png, images\listing_710_image_8.png_20240927_160011.png",Boarding House Olympia Makati,"PHP3,500",https://www.facebook.com/marketplace/item/489056694014654/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
images\listing_711_image_1.png_20240927_160018.png,🧿LOT FOR SALE WITH OLD HOUSE IN BEL-AIR VILLAGE 2 MAKATI CITY,PHP189,https://www.facebook.com/marketplace/item/1259540992081326/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_712_image_1.png_20240927_160024.png, images\listing_712_image_2.png_20240927_160026.png, images\listing_712_image_3.png_20240927_160027.png, images\listing_712_image_4.png_20240927_160029.png, images\listing_712_image_5.png_20240927_160031.png, images\listing_712_image_6.png_20240927_160032.png, images\listing_712_image_7.png_20240927_160034.png, images\listing_712_image_8.png_20240927_160035.png",400sqm 3BR House and Lot for SALE in Ayala Alabang Vilage,"PHP60,000,000",https://www.facebook.com/marketplace/item/8194332123985696/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
images\listing_713_image_1.png_20240927_160040.png,"House and Lot for Sale!

Located in  Angeles City a secured Subdivision near
Clark Airport 
Sm Clark",PHP138,https://www.facebook.com/marketplace/item/1010636240841196/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
images\listing_714_image_1.png_20240927_160045.png,House and Lot,"PHP3,500,000",https://www.facebook.com/marketplace/item/2255250588164852/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_715_image_1.png_20240927_160051.png, images\listing_715_image_2.png_20240927_160053.png",House n rights,PHP600,https://www.facebook.com/marketplace/item/303450696170488/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Malabon, NCR"
"images\listing_716_image_1.png_20240927_160100.png, images\listing_716_image_2.png_20240927_160101.png, images\listing_716_image_3.png_20240927_160103.png, images\listing_716_image_4.png_20240927_160105.png, images\listing_716_image_5.png_20240927_160106.png",House and lot for sale in Tinajeros malabon,PHP2,https://www.facebook.com/marketplace/item/347482991666648/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Malabon, NCR"
"images\listing_717_image_1.png_20240927_160112.png, images\listing_717_image_2.png_20240927_160113.png, images\listing_717_image_3.png_20240927_160115.png, images\listing_717_image_4.png_20240927_160116.png, images\listing_717_image_5.png_20240927_160118.png, images\listing_717_image_6.png_20240927_160120.png, images\listing_717_image_7.png_20240927_160121.png, images\listing_717_image_8.png_20240927_160123.png, images\listing_717_image_9.png_20240927_160124.png, images\listing_717_image_10.png_20240927_160126.png","5M house and lot in Mandaluyong near Shaw, Flood Free","PHP5,000,000",https://www.facebook.com/marketplace/item/853408323555798/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_718_image_1.png_20240927_160131.png, images\listing_718_image_2.png_20240927_160133.png, images\listing_718_image_3.png_20240927_160135.png, images\listing_718_image_4.png_20240927_160136.png, images\listing_718_image_5.png_20240927_160138.png",VACATION HOUSE USING PREFAB CONTAINER HOUSE,"PHP100,000",https://www.facebook.com/marketplace/item/711216361204743/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
images\listing_719_image_1.png_20240927_160143.png,House and lot for sale,PHP6,https://www.facebook.com/marketplace/item/1590292411902515/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_720_image_1.png_20240927_160149.png, images\listing_720_image_2.png_20240927_160151.png, images\listing_720_image_3.png_20240927_160152.png, images\listing_720_image_4.png_20240927_160153.png, images\listing_720_image_5.png_20240927_160155.png",""" House & Lot "" for sale","PHP380,000",https://www.facebook.com/marketplace/item/1545061966088460/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Malabon, NCR"
images\listing_721_image_1.png_20240927_160200.png,House and lot,PHP4,https://www.facebook.com/marketplace/item/1027389132369857/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_722_image_1.png_20240927_160206.png, images\listing_722_image_2.png_20240927_160208.png, images\listing_722_image_3.png_20240927_160209.png, images\listing_722_image_4.png_20240927_160211.png, images\listing_722_image_5.png_20240927_160212.png, images\listing_722_image_6.png_20240927_160214.png",House and lot,"PHP1,800,000",https://www.facebook.com/marketplace/item/3757987284489199/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Navotas, NCR"
"images\listing_723_image_1.png_20240927_160219.png, images\listing_723_image_2.png_20240927_160221.png, images\listing_723_image_3.png_20240927_160223.png","RUSH SALE!!
House & Lot with 10 units Apartment!",PHP30,https://www.facebook.com/marketplace/item/2560368510819923/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Caloocan City, NCR"
"images\listing_724_image_1.png_20240927_160229.png, images\listing_724_image_2.png_20240927_160230.png, images\listing_724_image_3.png_20240927_160232.png, images\listing_724_image_4.png_20240927_160234.png, images\listing_724_image_5.png_20240927_160235.png, images\listing_724_image_6.png_20240927_160237.png, images\listing_724_image_7.png_20240927_160239.png, images\listing_724_image_8.png_20240927_160240.png, images\listing_724_image_9.png_20240927_160242.png, images\listing_724_image_10.png_20240927_160244.png",House & Lot In Quezon City,PHP135,https://www.facebook.com/marketplace/item/495434179801088/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Quezon City, NCR"
images\listing_725_image_1.png_20240927_160323.png,Horseshoe Small cut House and Lot,PHP60,https://www.facebook.com/marketplace/item/387081740911692/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_726_image_1.png_20240927_160329.png, images\listing_726_image_2.png_20240927_160330.png, images\listing_726_image_3.png_20240927_160332.png, images\listing_726_image_4.png_20240927_160333.png, images\listing_726_image_5.png_20240927_160335.png, images\listing_726_image_6.png_20240927_160336.png, images\listing_726_image_7.png_20240927_160338.png, images\listing_726_image_8.png_20240927_160339.png, images\listing_726_image_9.png_20240927_160341.png, images\listing_726_image_10.png_20240927_160342.png",House and lot for sale,PHP10,https://www.facebook.com/marketplace/item/8463409000356485/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
images\listing_727_image_1.png_20240927_160347.png,"Murang house and lot
Pwede sa sumasahod ng 35k-100k
Hindi binabaha
Complete ammenities","PHP588,000",https://www.facebook.com/marketplace/item/1295190781891570/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_728_image_1.png_20240927_160353.png, images\listing_728_image_2.png_20240927_160354.png, images\listing_728_image_3.png_20240927_160356.png, images\listing_728_image_4.png_20240927_160358.png, images\listing_728_image_5.png_20240927_160400.png, images\listing_728_image_6.png_20240927_160402.png, images\listing_728_image_7.png_20240927_160404.png, images\listing_728_image_8.png_20240927_160406.png, images\listing_728_image_9.png_20240927_160407.png, images\listing_728_image_10.png_20240927_160409.png",HOUSE FOR SALE,"PHP5,500,000",https://www.facebook.com/marketplace/item/1211569973374392/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
images\listing_729_image_1.png_20240927_160414.png,LOWCOST PREFAB CONTAINER HOUSE,"PHP91,000",https://www.facebook.com/marketplace/item/1190134375660975/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_730_image_1.png_20240927_160420.png, images\listing_730_image_2.png_20240927_160422.png, images\listing_730_image_3.png_20240927_160424.png, images\listing_730_image_4.png_20240927_160425.png, images\listing_730_image_5.png_20240927_160427.png, images\listing_730_image_6.png_20240927_160429.png, images\listing_730_image_7.png_20240927_160431.png",Town House for Sale,"PHP1,390,000",https://www.facebook.com/marketplace/item/447564011531155/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_731_image_1.png_20240927_160437.png, images\listing_731_image_2.png_20240927_160439.png, images\listing_731_image_3.png_20240927_160441.png, images\listing_731_image_4.png_20240927_160443.png","House and lot for sale 
Sampaloc Manila",PHP11,https://www.facebook.com/marketplace/item/3756945691193087/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_732_image_1.png_20240927_160448.png, images\listing_732_image_2.png_20240927_160450.png, images\listing_732_image_3.png_20240927_160452.png, images\listing_732_image_4.png_20240927_160453.png, images\listing_732_image_5.png_20240927_160455.png",House and lot,PHP3,https://www.facebook.com/marketplace/item/1591407168255965/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
images\listing_733_image_1.png_20240927_160500.png,House and Lot for Sale at Sampaloc Area,$15,https://www.facebook.com/marketplace/item/3682056232122093/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_734_image_1.png_20240927_160506.png, images\listing_734_image_2.png_20240927_160508.png",FOR SALE HOUSE AND LOT IN NOVALICHES QUEZON CITY,PHP145,https://www.facebook.com/marketplace/item/840837418164634/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_735_image_1.png_20240927_160515.png, images\listing_735_image_2.png_20240927_160517.png",325 SQM OLD HOUSE AND LOT WEST GRACE PARK SOUTH CALOOCAN,"PHP123,076",https://www.facebook.com/marketplace/item/1243443849986038/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Malabon, NCR"
images\listing_736_image_1.png_20240927_160524.png,200 m2 house and lot along Malate wide frontage,PHP30,https://www.facebook.com/marketplace/item/1209792203531222/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_737_image_1.png_20240927_160530.png, images\listing_737_image_2.png_20240927_160532.png, images\listing_737_image_3.png_20240927_160534.png, images\listing_737_image_4.png_20240927_160536.png",house and lot brgy 8,"PHP1,200,000",https://www.facebook.com/marketplace/item/1034294931726454/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Caloocan City, NCR"
"images\listing_738_image_1.png_20240927_160542.png, images\listing_738_image_2.png_20240927_160544.png, images\listing_738_image_3.png_20240927_160546.png, images\listing_738_image_4.png_20240927_160548.png",Project: POPSICLE HOUSE,PHP250,https://www.facebook.com/marketplace/item/2486425658228888/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_739_image_1.png_20240927_160630.png, images\listing_739_image_2.png_20240927_160633.png, images\listing_739_image_7.png_20240927_160642.png, images\listing_739_image_8.png_20240927_160644.png, images\listing_739_image_9.png_20240927_160646.png, images\listing_739_image_10.png_20240927_160648.png",House and Lot for Sales,PHP50,https://www.facebook.com/marketplace/item/806846611182874/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_740_image_1.png_20240927_160729.png, images\listing_740_image_2.png_20240927_160732.png, images\listing_740_image_3.png_20240927_160734.png, images\listing_740_image_4.png_20240927_160736.png, images\listing_740_image_5.png_20240927_160738.png, images\listing_740_image_6.png_20240927_160740.png, images\listing_740_image_7.png_20240927_160742.png, images\listing_740_image_8.png_20240927_160744.png, images\listing_740_image_9.png_20240927_160746.png",House and lot in Guadalupe,"PHP1,000",https://www.facebook.com/marketplace/item/517197597509872/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_741_image_1.png_20240927_160753.png, images\listing_741_image_2.png_20240927_160755.png, images\listing_741_image_3.png_20240927_160757.png, images\listing_741_image_4.png_20240927_160759.png, images\listing_741_image_5.png_20240927_160801.png, images\listing_741_image_6.png_20240927_160803.png, images\listing_741_image_7.png_20240927_160804.png",HOUSE AND LOT ,PHP230,https://www.facebook.com/marketplace/item/1061368282058131/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
