image_paths,title,price,post_url,location
"images\listing_174_image_1.png_20240927_190304.png, images\listing_174_image_2.png_20240927_190305.png, images\listing_174_image_3.png_20240927_190307.png",1 Bed 1 Bath - Apartment,"PHP3,500",https://www.facebook.com/marketplace/item/664326692576943/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"San Fernando, PH-07"
"images\listing_175_image_1.png_20240927_190500.png, images\listing_175_image_2.png_20240927_190504.png, images\listing_175_image_3.png_20240927_190505.png, images\listing_175_image_4.png_20240927_190507.png, images\listing_175_image_5.png_20240927_190508.png, images\listing_175_image_6.png_20240927_190510.png, images\listing_175_image_7.png_20240927_190512.png, images\listing_175_image_8.png_20240927_190513.png, images\listing_175_image_9.png_20240927_190515.png, images\listing_175_image_10.png_20240927_190516.png",3 beds 4 baths Flat/apartment,"PHP450,000",https://www.facebook.com/marketplace/item/847525657492629/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_176_image_1.png_20240927_190522.png, images\listing_176_image_2.png_20240927_190523.png, images\listing_176_image_3.png_20240927_190525.png, images\listing_176_image_4.png_20240927_190526.png, images\listing_176_image_5.png_20240927_190528.png, images\listing_176_image_6.png_20240927_190530.png, images\listing_176_image_7.png_20240927_190531.png",Studio Type Apartment with mezzanine(open lang po no division no room),"PHP3,500",https://www.facebook.com/marketplace/item/1083196713348190/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Bocaue, PH-03"
"images\listing_177_image_1.png_20240927_190537.png, images\listing_177_image_2.png_20240927_190539.png, images\listing_177_image_3.png_20240927_190540.png, images\listing_177_image_4.png_20240927_190542.png, images\listing_177_image_5.png_20240927_190544.png, images\listing_177_image_6.png_20240927_190545.png, images\listing_177_image_7.png_20240927_190547.png, images\listing_177_image_8.png_20240927_190548.png, images\listing_177_image_9.png_20240927_190550.png, images\listing_177_image_10.png_20240927_190551.png",3 Beds 3 Baths Apartment/condo,PHP8,https://www.facebook.com/marketplace/item/1008546047624624/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Muntinlupa, NCR"
"images\listing_178_image_1.png_20240927_190634.png, images\listing_178_image_2.png_20240927_190638.png, images\listing_178_image_3.png_20240927_190639.png, images\listing_178_image_4.png_20240927_190641.png, images\listing_178_image_5.png_20240927_190643.png",3 Beds 1 Bath Apartment/condo,"PHP10,000",https://www.facebook.com/marketplace/item/1157251482378673/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Navotas, NCR"
"images\listing_179_image_1.png_20240927_190649.png, images\listing_179_image_2.png_20240927_190650.png, images\listing_179_image_3.png_20240927_190652.png, images\listing_179_image_4.png_20240927_190653.png, images\listing_179_image_5.png_20240927_190655.png, images\listing_179_image_6.png_20240927_190657.png, images\listing_179_image_7.png_20240927_190658.png, images\listing_179_image_8.png_20240927_190700.png, images\listing_179_image_9.png_20240927_190701.png, images\listing_179_image_10.png_20240927_190703.png",1 Bed 1 Bath Apartment/condo,"PHP8,800,000",https://www.facebook.com/marketplace/item/1286189622419189/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_180_image_1.png_20240927_190710.png, images\listing_180_image_2.png_20240927_190712.png, images\listing_180_image_3.png_20240927_190713.png, images\listing_180_image_4.png_20240927_190715.png",1 Bed 1 Bath Apartment/condo,PHP3,https://www.facebook.com/marketplace/item/538977451964748/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_181_image_1.png_20240927_190723.png, images\listing_181_image_2.png_20240927_190725.png, images\listing_181_image_3.png_20240927_190726.png, images\listing_181_image_4.png_20240927_190728.png, images\listing_181_image_5.png_20240927_190729.png, images\listing_181_image_6.png_20240927_190731.png, images\listing_181_image_7.png_20240927_190732.png, images\listing_181_image_8.png_20240927_190734.png",Studio 1 Bath Apartment,"PHP9,200",https://www.facebook.com/marketplace/item/536807398794115/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_182_image_1.png_20240927_190740.png, images\listing_182_image_2.png_20240927_190741.png, images\listing_182_image_3.png_20240927_190743.png, images\listing_182_image_4.png_20240927_190744.png, images\listing_182_image_5.png_20240927_190746.png, images\listing_182_image_6.png_20240927_190748.png, images\listing_182_image_7.png_20240927_190749.png, images\listing_182_image_8.png_20240927_190751.png, images\listing_182_image_9.png_20240927_190752.png, images\listing_182_image_10.png_20240927_190754.png",2 Beds 3 Baths Apartment/condo,"PHP90,000",https://www.facebook.com/marketplace/item/843448594566624/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_183_image_1.png_20240927_190837.png, images\listing_183_image_2.png_20240927_190840.png, images\listing_183_image_3.png_20240927_190841.png, images\listing_183_image_4.png_20240927_190843.png, images\listing_183_image_5.png_20240927_190844.png, images\listing_183_image_6.png_20240927_190846.png",Apartment for rent,"$7,000",https://www.facebook.com/marketplace/item/523695127021433/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Malabon, NCR"
"images\listing_184_image_1.png_20240927_190852.png, images\listing_184_image_2.png_20240927_190853.png, images\listing_184_image_3.png_20240927_190855.png, images\listing_184_image_4.png_20240927_190856.png, images\listing_184_image_5.png_20240927_190858.png, images\listing_184_image_6.png_20240927_190859.png, images\listing_184_image_7.png_20240927_190901.png",1 Bed 1 Bath Apartment/condo,"PHP23,000",https://www.facebook.com/marketplace/item/1743208899758554/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Pasay City, NCR"
"images\listing_185_image_1.png_20240927_190907.png, images\listing_185_image_2.png_20240927_190909.png, images\listing_185_image_3.png_20240927_190911.png, images\listing_185_image_4.png_20240927_190912.png, images\listing_185_image_5.png_20240927_190914.png",1 Bed 1 Bath Apartment/condo,"PHP16,000",https://www.facebook.com/marketplace/item/827907182864639/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_186_image_1.png_20240927_190922.png, images\listing_186_image_2.png_20240927_190924.png, images\listing_186_image_3.png_20240927_190925.png, images\listing_186_image_4.png_20240927_190927.png, images\listing_186_image_5.png_20240927_190928.png, images\listing_186_image_6.png_20240927_190930.png, images\listing_186_image_7.png_20240927_190931.png, images\listing_186_image_8.png_20240927_190933.png",1 Bed 1 Bath Apartment/condo,"PHP19,000",https://www.facebook.com/marketplace/item/2020153978450751/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_187_image_1.png_20240927_190939.png, images\listing_187_image_2.png_20240927_190941.png, images\listing_187_image_3.png_20240927_190942.png, images\listing_187_image_4.png_20240927_190944.png, images\listing_187_image_5.png_20240927_190945.png, images\listing_187_image_6.png_20240927_190947.png, images\listing_187_image_7.png_20240927_190949.png",APARTMENT FOR RENT,"PHP7,000",https://www.facebook.com/marketplace/item/922482179909864/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"San Mateo, PH-40"
"images\listing_188_image_1.png_20240927_191029.png, images\listing_188_image_2.png_20240927_191032.png, images\listing_188_image_3.png_20240927_191034.png, images\listing_188_image_4.png_20240927_191035.png, images\listing_188_image_5.png_20240927_191037.png, images\listing_188_image_6.png_20240927_191038.png, images\listing_188_image_7.png_20240927_191040.png, images\listing_188_image_8.png_20240927_191042.png",2 Beds 2 Baths Apartment/condo,"PHP45,000",https://www.facebook.com/marketplace/item/1045485676821105/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_189_image_1.png_20240927_191123.png, images\listing_189_image_2.png_20240927_191126.png, images\listing_189_image_3.png_20240927_191128.png, images\listing_189_image_4.png_20240927_191129.png, images\listing_189_image_5.png_20240927_191131.png, images\listing_189_image_6.png_20240927_191132.png, images\listing_189_image_7.png_20240927_191134.png",Condo-Share for Male and Female | Gateway Garden Heights - Pioneer Mandaluyong,"PHP4,500",https://www.facebook.com/marketplace/item/1163341914951214/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_190_image_1.png_20240927_191217.png, images\listing_190_image_2.png_20240927_191220.png, images\listing_190_image_3.png_20240927_191222.png, images\listing_190_image_4.png_20240927_191224.png, images\listing_190_image_5.png_20240927_191225.png",1 Bed 1 Bath Apartment/condo,"PHP30,000",https://www.facebook.com/marketplace/item/455995480086180/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Pasig, NCR"
"images\listing_191_image_1.png_20240927_191343.png, images\listing_191_image_2.png_20240927_191347.png, images\listing_191_image_3.png_20240927_191348.png, images\listing_191_image_4.png_20240927_191350.png, images\listing_191_image_5.png_20240927_191352.png",3 Beds 3 Baths Apartment/condo,"PHP350,000",https://www.facebook.com/marketplace/item/1015679163439083/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_192_image_1.png_20240927_191358.png, images\listing_192_image_2.png_20240927_191359.png, images\listing_192_image_3.png_20240927_191401.png, images\listing_192_image_4.png_20240927_191402.png, images\listing_192_image_5.png_20240927_191404.png, images\listing_192_image_6.png_20240927_191405.png, images\listing_192_image_7.png_20240927_191407.png, images\listing_192_image_8.png_20240927_191409.png, images\listing_192_image_9.png_20240927_191410.png, images\listing_192_image_10.png_20240927_191411.png",Apartment Room For Rent,"PHP8,000",https://www.facebook.com/marketplace/item/518036874505156/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_193_image_1.png_20240927_191417.png, images\listing_193_image_2.png_20240927_191419.png, images\listing_193_image_3.png_20240927_191421.png, images\listing_193_image_4.png_20240927_191422.png, images\listing_193_image_5.png_20240927_191424.png, images\listing_193_image_6.png_20240927_191425.png, images\listing_193_image_7.png_20240927_191427.png, images\listing_193_image_8.png_20240927_191428.png, images\listing_193_image_9.png_20240927_191430.png",1 Bed 1 Bath Apartment/condo,"PHP35,000",https://www.facebook.com/marketplace/item/864847725244385/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Makati, NCR"
"images\listing_194_image_1.png_20240927_191436.png, images\listing_194_image_2.png_20240927_191438.png, images\listing_194_image_3.png_20240927_191439.png, images\listing_194_image_4.png_20240927_191441.png, images\listing_194_image_5.png_20240927_191442.png, images\listing_194_image_6.png_20240927_191444.png, images\listing_194_image_7.png_20240927_191445.png, images\listing_194_image_8.png_20240927_191447.png, images\listing_194_image_9.png_20240927_191448.png",1 Bed 1 Bath Apartment/condo,"PHP15,000",https://www.facebook.com/marketplace/item/539652191827474/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Quezon City, NCR"
images\listing_195_image_1.png_20240927_191453.png,Studio 1 Bath Apartment/condo,"PHP8,500",https://www.facebook.com/marketplace/item/509427685040312/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_196_image_1.png_20240927_191459.png, images\listing_196_image_2.png_20240927_191501.png, images\listing_196_image_3.png_20240927_191503.png, images\listing_196_image_4.png_20240927_191504.png, images\listing_196_image_5.png_20240927_191506.png, images\listing_196_image_6.png_20240927_191508.png, images\listing_196_image_7.png_20240927_191509.png, images\listing_196_image_8.png_20240927_191511.png, images\listing_196_image_9.png_20240927_191513.png",2 Beds 1 Bath Apartment/condo,"PHP12,000",https://www.facebook.com/marketplace/item/1188202082464942/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Quezon City, NCR"
images\listing_197_image_1.png_20240927_191702.png,2 Beds 2 Baths Apartment/condo,"PHP22,500",https://www.facebook.com/marketplace/item/559234673194058/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_198_image_1.png_20240927_191710.png, images\listing_198_image_2.png_20240927_191712.png, images\listing_198_image_3.png_20240927_191713.png, images\listing_198_image_4.png_20240927_191715.png",apartment for rent studio type,"PHP7,000",https://www.facebook.com/marketplace/item/815024500736254/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_199_image_1.png_20240927_191721.png, images\listing_199_image_2.png_20240927_191723.png, images\listing_199_image_3.png_20240927_191724.png, images\listing_199_image_4.png_20240927_191726.png, images\listing_199_image_5.png_20240927_191727.png, images\listing_199_image_6.png_20240927_191729.png",Apartment For Rent,"PHP1,111",https://www.facebook.com/marketplace/item/1810698336132447/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A7b78a81b-3e60-42a4-8008-feef9760082e&__tn__=!%3AD,"Santa Maria, PH-03"
